20479771967,7.35732,1.3
20490014984,7.25878,1.3
20500178487,7.22594,1.3
20510468344,7.11098,1.3
20520730913,7.11098,1.3
20531193785,7.32447,1.3
20541393658,7.47227,1.3
20551580653,7.40658,1.3
20561722629,7.53796,1.3
20571964978,7.6365,1.3
20582106717,7.43943,1.3
20592234952,7.39016,1.3
20602382467,7.35732,1.3
20612494390,7.25878,1.3
20622625202,7.25878,1.3
20632720230,7.40658,1.3
20642863714,7.47227,1.3
20653032517,7.40658,1.3
20663141122,7.60365,1.3
20673314765,7.68577,1.3
20683437083,7.53796,1.3
20693631366,7.53796,1.3
20703854821,7.53796,1.3
20714066500,7.40658,1.3
20724243820,7.39016,1.3
20734443797,7.43943,1.3
20744570205,7.40658,1.3
20754876186,7.35732,1.3
20764998807,7.50512,1.3
20775206247,7.57081,1.3
20785429121,7.40658,1.3
20795637641,7.43943,1.3
20805977262,7.50512,1.3
20816096099,7.39016,1.3
20826257386,7.39016,1.3
20836554536,7.40658,1.3
20846747516,7.29163,1.3
20857036437,7.43943,1.3
20867191291,7.47227,1.3
20877446599,7.35732,1.3
20887723529,7.40658,1.3
20898158952,7.50512,1.3
20908393340,7.39016,1.3
20918693215,7.39016,1.3
20928832759,7.43943,1.3
20939146265,7.39016,1.3
20949252175,7.35732,1.3
20959387503,7.50512,1.3
20969585046,7.53796,1.3
20979695412,7.39016,1.3
20989864820,7.50512,1.3
21000012093,7.60365,1.3
21010140464,7.43943,1.3
21020463239,7.47227,1.3
21030635386,7.50512,1.3
21040854077,7.43943,1.3
21050952345,7.40658,1.3
21061229632,7.50512,1.3
21071875731,7.43943,1.3
21082087343,7.35732,1.3
21092380500,7.47227,1.3
21102521159,7.50512,1.3
21112680143,7.35732,1.3
21122816022,7.39016,1.3
21133007420,7.43943,1.3
21143141144,7.35732,1.3
21153355607,7.35732,1.3
21163516403,7.43943,1.3
21173632640,7.39016,1.3
21183752633,7.29163,1.3
21193873514,7.43943,1.3
21204138333,7.47227,1.3
21214251206,7.32447,1.3
21224470426,7.35732,1.3
21234626271,7.43943,1.3
21244799604,7.39016,1.3
21255100917,7.39016,1.3
21265246512,7.47227,1.3
21275520594,7.40658,1.3
21285630757,7.39016,1.3
21295805453,7.50512,1.3
21305956368,7.53796,1.3
21316127131,7.35732,1.3
21326353394,7.50512,1.3
21336574377,7.40658,1.3
21346792447,7.43943,1.3
21356987350,7.47227,1.3
21367173758,7.43943,1.3
21377394636,7.40658,1.3
21387827163,7.53796,1.3
21397992461,7.50512,1.3
21408156191,7.35732,1.3
21418367347,7.47227,1.3
21428542832,7.53796,1.3
21438761759,7.39016,1.3
21449008640,7.40658,1.3
21459216699,7.47227,1.3
21469445304,7.43943,1.3
21479651696,7.43943,1.3
21489910731,7.53796,1.3
21500067919,7.47227,1.3
21510317614,7.39016,1.3
21520559534,7.50512,1.3
21530745175,7.53796,1.3
21540890959,7.39016,1.3
21551072107,7.40658,1.3
21561227122,7.50512,1.3
21571465372,7.43943,1.3
21581707400,7.43943,1.3
21591825420,7.50512,1.3
21602048478,7.39016,1.3
21612283829,7.32447,1.3
21622515310,7.43943,1.3
21632796037,7.43943,1.3
21643025731,7.35732,1.3
21653687686,7.47227,1.3
21663913430,7.6365,1.3
21674176091,7.53796,1.3
21684340881,7.53796,1.3
21694515186,7.60365,1.3
21704760772,7.47227,1.3
21715060308,7.43943,1.3
21725198620,7.50512,1.3
21735403178,7.40658,1.3
21745812542,7.35732,1.3
21756093786,7.57081,1.3
21766365534,7.40658,1.3
21776532378,7.47227,1.3
21786868152,7.53796,1.3
21797002743,7.43943,1.3
21807157482,7.40658,1.3
21817330882,7.43943,1.3
21827470477,7.35732,1.3
21838013411,7.29163,1.3
21848223162,7.40658,1.3
21858594356,7.43943,1.3
21868712393,7.32447,1.3
21878818878,7.39016,1.3
21888960853,7.47227,1.3
21899137427,7.39016,1.3
21909397852,7.35732,1.3
21919716936,7.39016,1.3
21929957331,7.29163,1.3
21940139607,7.22594,1.3
21950372026,7.35732,1.3
21960608575,7.39016,1.3
21970945677,7.25878,1.3
21981170781,7.35732,1.3
21991367097,7.47227,1.3
22001515788,7.39016,1.3
22011674323,7.39016,1.3
22021826538,7.40658,1.3
22031929807,7.32447,1.3
22042250431,7.22594,1.3
22052395081,7.35732,1.3
22062566907,7.35732,1.3
